movie,director,movie_year,critic,critic_country,critic_org,Bechdel_test,director_gender
AI: Artificial Intelligence,Steven Spielberg,2001,Keith Phipps,US,Uproxx,,M
Only Lovers Left Alive,Jim Jarmusch,2013,Keith Phipps,US,Uproxx,pass,M
Melancholia,Lars von Trier,2011,Hannah Pilarczyk,Germany,Der Spiegel,pass,M
Spirited Away,Hayao Miyazaki,2001,Hannah Pilarczyk,Germany,Der Spiegel,pass,M
Beyond the Hills,Cristian Mungiu,2012,Hannah Pilarczyk,Germany,Der Spiegel,pass,
Let the Right One In,Tomas Alfredson,2008,Hannah Pilarczyk,Germany,Der Spiegel,,M
Stories We Tell,Sarah Polley,2012,Hannah Pilarczyk,Germany,Der Spiegel,pass,
Carol,Todd Haynes,2015,Hannah Pilarczyk,Germany,Der Spiegel,pass,M
The Death of Mr Lazarescu,Cristi Puiu,2005,Hannah Pilarczyk,Germany,Der Spiegel,,
The Master,Paul Thomas Anderson,2012,Hannah Pilarczyk,Germany,Der Spiegel,nopass,M
Caché,Michael Haneke,2005,Hannah Pilarczyk,Germany,Der Spiegel,,M
All Divided Selves,Luke Fowler,2011,Hannah Pilarczyk,Germany,Der Spiegel,,
The White Ribbon,Michael Haneke,2009,Agnès C Poirier,France,Marianne,,M
Winter Sleep,Nuri Bilge Ceylan,2014,Agnès C Poirier,France,Marianne,,
Timbuktu,Abderrahmane Sissako,2014,Agnès C Poirier,France,Marianne,,
Mia Madre,Nanni Moretti,2015,Agnès C Poirier,France,Marianne,,M
The Return,Andrey Zvyagintsev,2003,Agnès C Poirier,France,Marianne,,
Oasis,Lee Chang-dong,2002,Agnès C Poirier,France,Marianne,,
Bad Education,Pedro Almodóvar,2004,Agnès C Poirier,France,Marianne,,M
The Artist,Michel Hazanavicius,2011,Agnès C Poirier,France,Marianne,nopass,M
Oldboy,Park Chan-wook,2003,Agnès C Poirier,France,Marianne,nopass,
The House of Mirth,Terence Davies,2000,Agnès C Poirier,France,Marianne,,M
Boyhood,Richard Linklater,2014,Claudia Puig,US,Freelance film critic,pass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Claudia Puig,US,Freelance film critic,,M
Locke,Steven Knight,2013,Claudia Puig,US,Freelance film critic,nopass,
The Hurt Locker,Kathryn Bigelow,2008,Claudia Puig,US,Freelance film critic,nopass,F
Pan's Labyrinth,Guillermo Del Toro,2006,Claudia Puig,US,Freelance film critic,,
The Lives of Others,Florian Henckel von Donnersmarck,2006,Claudia Puig,US,Freelance film critic,,M
Sin Nombre,Cary Joji Fukunaga,2009,Claudia Puig,US,Freelance film critic,,M
Nebraska,Alexander Payne,2013,Claudia Puig,US,Freelance film critic,pass,M
Fruitvale Station,Ryan Coogler,2013,Claudia Puig,US,Freelance film critic,pass,M
Man on Wire,James Marsh,2008,Claudia Puig,US,Freelance film critic,,M
A Separation,Asghar Farhadi,2011,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
Babel,Alejandro González Iñárritu,2006,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,Zakir Hossein Raju,Bangladesh,Independent University,,M
In the Mood for Love,Wong Kar-wai,2000,Zakir Hossein Raju,Bangladesh,Independent University,,M
Spirited Away,Hayao Miyazaki,2001,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
Brokeback Mountain,Ang Lee,2005,Zakir Hossein Raju,Bangladesh,Independent University,nopass,M
Oldboy,Park Chan-wook,2003,Zakir Hossein Raju,Bangladesh,Independent University,nopass,
Ten,Abbas Kiarostami,2002,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
Russian Ark,Aleksandr Sokurov,2002,Zakir Hossein Raju,Bangladesh,Independent University,,M
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,Zakir Hossein Raju,Bangladesh,Independent University,,
Goodbye to Language,Jean-Luc Godard,2014,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,M
Colossal Youth,Pedro Costa,2006,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,
Holy Motors,Leos Carax,2012,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,nopass,
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,pass,M
Leviathan,Andrey Zvyagintsev,2014,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,pass,
Tabu,Miguel Gomes,2012,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,pass,
The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,Ben Rivers,2015,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,
From What Is Before,Lav Diaz,2014,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,
Lost and Beautiful,Pietro Marcello,2015,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,
The Tree of Life,Terrence Malick,2011,Jordan Raup,US,The Film Stage,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Jordan Raup,US,The Film Stage,,M
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,Jordan Raup,US,The Film Stage,nopass,
Inside Llewyn Davis,Joel and Ethan Coen,2013,Jordan Raup,US,The Film Stage,nopass,M
Zodiac,David Fincher,2007,Jordan Raup,US,The Film Stage,nopass,M
Inherent Vice,Paul Thomas Anderson,2014,Jordan Raup,US,The Film Stage,nopass,M
Children of Men,Alfonso Cuarón,2006,Jordan Raup,US,The Film Stage,pass,M
Lost in Translation,Sofia Coppola,2003,Jordan Raup,US,The Film Stage,,F
25th Hour,Spike Lee,2002,Jordan Raup,US,The Film Stage,nopass,M
Carol,Todd Haynes,2015,Jordan Raup,US,The Film Stage,pass,M
Mulholland Drive,David Lynch,2001,Isabelle Regnier,France,Le Monde,,M
The Captive,Chantal Akerman,2000,Isabelle Regnier,France,Le Monde,,F
Tie Xi Qu: West of the Tracks,Wang Bing,2002,Isabelle Regnier,France,Le Monde,,
The Yards,James Gray,2000,Isabelle Regnier,France,Le Monde,,M
Platform,Jia Zhangke,2000,Isabelle Regnier,France,Le Monde,,
Shara,Naomi Kawase,2003,Isabelle Regnier,France,Le Monde,,
Ten,Abbas Kiarostami,2002,Isabelle Regnier,France,Le Monde,pass,M
Twixt,Francis Ford Coppola,2011,Isabelle Regnier,France,Le Monde,,M
To Die Like a Man,João Pedro Rodrigues,2009,Isabelle Regnier,France,Le Monde,,
Spring Breakers,Harmony Korine,2012,Isabelle Regnier,France,Le Monde,pass,
The Diving Bell and the Butterfly,Julian Schnabel,2007,Mauricio Reina,Colombia,El Tiempo,nopass,M
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Mauricio Reina,Colombia,El Tiempo,pass,
Let the Right One In,Tomas Alfredson,2008,Mauricio Reina,Colombia,El Tiempo,,M
The Act of Killing,Joshua Oppenheimer,2012,Mauricio Reina,Colombia,El Tiempo,,
Pan's Labyrinth,Guillermo Del Toro,2006,Mauricio Reina,Colombia,El Tiempo,,
There Will Be Blood,Paul Thomas Anderson,2007,Mauricio Reina,Colombia,El Tiempo,nopass,M
A Separation,Asghar Farhadi,2011,Mauricio Reina,Colombia,El Tiempo,pass,M
A Prophet,Jacques Audiard,2009,Mauricio Reina,Colombia,El Tiempo,,M
WALL-E,Andrew Stanton,2008,Mauricio Reina,Colombia,El Tiempo,nopass,M
District 9,Neill Blomkamp,2009,Mauricio Reina,Colombia,El Tiempo,nopass,M
Certified Copy,Abbas Kiarostami,2010,Scott Renshaw,US,Salt Lake City Weekly,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Scott Renshaw,US,Salt Lake City Weekly,nopass,M
The Master,Paul Thomas Anderson,2012,Scott Renshaw,US,Salt Lake City Weekly,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Scott Renshaw,US,Salt Lake City Weekly,,M
It's Such a Beautiful Day,Don Hertzfeldt,2012,Scott Renshaw,US,Salt Lake City Weekly,,
The Deep Blue Sea,Terence Davies,2011,Scott Renshaw,US,Salt Lake City Weekly,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Scott Renshaw,US,Salt Lake City Weekly,nopass,M
Sita Sings the Blues,Nina Paley,2008,Scott Renshaw,US,Salt Lake City Weekly,nopass,
The Babadook,Jennifer Kent,2014,Scott Renshaw,US,Salt Lake City Weekly,pass,
Holy Motors,Leos Carax,2012,Scott Renshaw,US,Salt Lake City Weekly,nopass,
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Katey Rich,US,Vanity Fair,nopass,M
WALL-E,Andrew Stanton,2008,Katey Rich,US,Vanity Fair,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Katey Rich,US,Vanity Fair,,M
There Will Be Blood,Paul Thomas Anderson,2007,Katey Rich,US,Vanity Fair,nopass,M
Take This Waltz,Sarah Polley,2011,Katey Rich,US,Vanity Fair,pass,
The Diving Bell and the Butterfly,Julian Schnabel,2007,Katey Rich,US,Vanity Fair,nopass,M
Son of Saul,László Nemes,2015,Katey Rich,US,Vanity Fair,,
Man on Wire,James Marsch,2008,Katey Rich,US,Vanity Fair,,
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Katey Rich,US,Vanity Fair,,
Avatar,James Cameron,2009,Katey Rich,US,Vanity Fair,pass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Carrie Rickey,US,Freelance film critic,,M
Bend It Like Beckham,Gurinder Chadha,2002,Carrie Rickey,US,Freelance film critic,pass,
Her,Spike Jonze,2013,Carrie Rickey,US,Freelance film critic,nopass,M
Ida,Paweł Pawlikowski,2013,Carrie Rickey,US,Freelance film critic,pass,
The Namesake,Mira Nair,2006,Carrie Rickey,US,Freelance film critic,,F
The New World,Terrence Malick,2005,Carrie Rickey,US,Freelance film critic,pass,M
Pan's Labyrinth,Guillermo Del Toro,2006,Carrie Rickey,US,Freelance film critic,,
Paradise Now,Hany Abu-Assad,2005,Carrie Rickey,US,Freelance film critic,nopass,
Selma,Ava DuVernay,2014,Carrie Rickey,US,Freelance film critic,pass,
The Social Network,David Fincher,2010,Carrie Rickey,US,Freelance film critic,nopass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Sam Rigby,UK,BBC Culture,nopass,M
Brokeback Mountain,Ang Lee,2005,Sam Rigby,UK,BBC Culture,nopass,M
The Dark Knight,Christopher Nolan,2008,Sam Rigby,UK,BBC Culture,pass,M
Finding Nemo,Andrew Stanton and Lee Unkrich,2003,Sam Rigby,UK,BBC Culture,nopass,
Whiplash,Damien Chazelle,2014,Sam Rigby,UK,BBC Culture,nopass,
Shame,Steve McQueen,2011,Sam Rigby,UK,BBC Culture,nopass,M
Revolutionary Road,Sam Mendes,2008,Sam Rigby,UK,BBC Culture,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Sam Rigby,UK,BBC Culture,nopass,M
Weekend,Andrew Haigh,2011,Sam Rigby,UK,BBC Culture,nopass,
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,Sam Rigby,UK,BBC Culture,pass,
In the Mood for Love,Wong Kar-wai,2000,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,,M
Son of Saul,László Nemes,2015,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,,
The Hurt Locker,Kathryn Bigelow,2008,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,nopass,F
The Beat That My Heart Skipped,Jacques Audiard,2005,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,,M
The Edge of Heaven,Fatih Akin,2007,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,,M
Waltz with Bashir,Ari Folman,2008,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,nopass,
Oldboy,Park Chan-wook,2003,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,nopass,
Good Bye Lenin!,Wolfgang Becker,2003,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,,
Ida,Paweł Pawlikowski,2013,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,pass,
Incendies,Denis Villeneuve,2010,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,pass,M
Mulholland Drive,David Lynch,2001,Tim Robey,UK,The Daily Telegraph,,M
"Synecdoche, New York",Charlie Kaufman,2008,Tim Robey,UK,The Daily Telegraph,pass,
Birth,Jonathan Glazer,2004,Tim Robey,UK,The Daily Telegraph,,
Elena,Andrey Zvyagintsev,2011,Tim Robey,UK,The Daily Telegraph,,
Carol,Todd Haynes,2015,Tim Robey,UK,The Daily Telegraph,pass,M
Tabu,Miguel Gomes,2012,Tim Robey,UK,The Daily Telegraph,pass,
Master and Commander: The Far Side of the World,Peter Weir,2003,Tim Robey,UK,The Daily Telegraph,nopass,M
Margaret,Kenneth Lonergan,2011,Tim Robey,UK,The Daily Telegraph,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Tim Robey,UK,The Daily Telegraph,nopass,M
12 Years a Slave,Steve McQueen,2013,Tim Robey,UK,The Daily Telegraph,pass,M
25th Hour,Spike Lee,2002,Tasha Robinson,US,The Verge,nopass,M
City of God,Fernando Meirelles and Kátia Lund,2002,Tasha Robinson,US,The Verge,nopass,
The Act of Killing,Joshua Oppenheimer,2012,Tasha Robinson,US,The Verge,,
The Prestige,Christopher Nolan,2006,Tasha Robinson,US,The Verge,nopass,M
Spirited Away,Hayao Miyazaki,2001,Tasha Robinson,US,The Verge,pass,M
The Incredibles,Brad Bird,2004,Tasha Robinson,US,The Verge,pass,M
Gosford Park,Robert Altman,2001,Tasha Robinson,US,The Verge,pass,M
Memento,Christopher Nolan,2000,Tasha Robinson,US,The Verge,nopass,M
Song of the Sea,Tomm Moore,2014,Tasha Robinson,US,The Verge,pass,
"Synecdoche, New York",Charlie Kaufman,2008,Tasha Robinson,US,The Verge,pass,
Mulholland Drive,David Lynch,2001,Rene Rodriguez,US,The Miami Herald,,M
In the Mood for Love,Wong Kar-wai,2000,Rene Rodriguez,US,The Miami Herald,,M
No Country For Old Men,Joel and Ethan Coen,2007,Rene Rodriguez,US,The Miami Herald,,M
There Will Be Blood,Paul Thomas Anderson,2007,Rene Rodriguez,US,The Miami Herald,nopass,M
Spirited Away,Hayao Miyazaki,2001,Rene Rodriguez,US,The Miami Herald,pass,M
City of God,Fernando Meirelles and Kátia Lund,2002,Rene Rodriguez,US,The Miami Herald,nopass,
Yi Yi: A One and a Two,Edward Yang,2000,Rene Rodriguez,US,The Miami Herald,,M
Adaptation,Spike Jonze,2002,Rene Rodriguez,US,The Miami Herald,pass,M
A Separation,Asghar Farhadi,2011,Rene Rodriguez,US,The Miami Herald,pass,M
Elephant,Gus Van Sant,2003,Rene Rodriguez,US,The Miami Herald,pass,M
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Jonathan Romney,UK,Freelance film critic,,
Syndromes and a Century,Apichatpong Weerasethakul,2006,Jonathan Romney,UK,Freelance film critic,,M
My Winnipeg,Guy Maddin,2007,Jonathan Romney,UK,Freelance film critic,,M
35 Shots of Rum,Claire Denis,2008,Jonathan Romney,UK,Freelance film critic,pass,F
The Royal Tenenbaums,Wes Anderson,2001,Jonathan Romney,UK,Freelance film critic,pass,M
The Great Beauty,Paolo Sorrentino,2013,Jonathan Romney,UK,Freelance film critic,,
"Monsters, Inc.","Pete Docter, David Silverman and Lee Unkrich",2001,Jonathan Romney,UK,Freelance film critic,nopass,
The Arbor,Clio Barnard,2010,Jonathan Romney,UK,Freelance film critic,,
The Clock,Christian Marclay,2010,Jonathan Romney,UK,Freelance film critic,pass,
"Goodbye, Dragon Inn",Tsai Ming-liang,2003,Jonathan Romney,UK,Freelance film critic,,M
Zodiac,David Fincher,2007,Alyssa Rosenberg,US,The Washington Post,nopass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Alyssa Rosenberg,US,The Washington Post,,M
Zero Dark Thirty,Kathryn Bigelow,2012,Alyssa Rosenberg,US,The Washington Post,pass,F
Spirited Away,Hayao Miyazaki,2001,Alyssa Rosenberg,US,The Washington Post,pass,M
2046,Wong Kar-wai,2004,Alyssa Rosenberg,US,The Washington Post,pass,M
Moonrise Kingdom,Wes Anderson,2012,Alyssa Rosenberg,US,The Washington Post,pass,M
Beasts of the Southern Wild,Benh Zeitlin,2012,Alyssa Rosenberg,US,The Washington Post,pass,
Boyhood,Richard Linklater,2014,Alyssa Rosenberg,US,The Washington Post,pass,M
Short Term 12,Destin Daniel Cretton,2013,Alyssa Rosenberg,US,The Washington Post,pass,M
Monster,Patty Jenkins,2003,Alyssa Rosenberg,US,The Washington Post,pass,
Caramel,Nadine Labaki,2007,E Nina Rothe,Italy,The Huffington Post,nopass,
The Tiger and the Snow,Roberto Benigni,2005,E Nina Rothe,Italy,The Huffington Post,,
Taxi Tehran,Jafar Panahi,2015,E Nina Rothe,Italy,The Huffington Post,,M
A Borrowed Identity,Eran Riklis,2014,E Nina Rothe,Italy,The Huffington Post,,
When I Saw You,Annemarie Jacir,2012,E Nina Rothe,Italy,The Huffington Post,,
99 Homes,Ramin Bahrani,2014,E Nina Rothe,Italy,The Huffington Post,,M
Somewhere,Sofia Coppola,2010,E Nina Rothe,Italy,The Huffington Post,pass,F
Human,Yann Arthus-Bertrand,2015,E Nina Rothe,Italy,The Huffington Post,,
Brokeback Mountain,Ang Lee,2005,E Nina Rothe,Italy,The Huffington Post,nopass,M
About Elly,Asghar Farhadi,2009,E Nina Rothe,Italy,The Huffington Post,pass,M
Zodiac,David Fincher,2007,Joshua Rothkopf,US,Time Out New York,nopass,M
Mulholland Drive,David Lynch,2001,Joshua Rothkopf,US,Time Out New York,,M
In the Mood for Love,Wong Kar-wai,2000,Joshua Rothkopf,US,Time Out New York,,M
Yi Yi: A One and a Two,Edward Yang,2000,Joshua Rothkopf,US,Time Out New York,,M
Boyhood,Richard Linklater,2014,Joshua Rothkopf,US,Time Out New York,pass,M
American Psycho,Mary Harron,2000,Joshua Rothkopf,US,Time Out New York,pass,
Lilya 4-Ever,Lukas Moodysson,2002,Joshua Rothkopf,US,Time Out New York,pass,M
Drive,Nicolas Winding Refn,2011,Joshua Rothkopf,US,Time Out New York,pass,M
25th Hour,Spike Lee,2002,Joshua Rothkopf,US,Time Out New York,nopass,M
A Serious Man,Joel and Ethan Coen,2009,Joshua Rothkopf,US,Time Out New York,nopass,M
The Tree of Life,Terrence Malick,2011,Mohammed Rouda,Lebanon,Asharq Al-Awsat,nopass,M
Children of Men,Alfonso Cuarón,2006,Mohammed Rouda,Lebanon,Asharq Al-Awsat,pass,M
Alexandre Sokurov,Aleksandr Sokurov,2015,Mohammed Rouda,Lebanon,Asharq Al-Awsat,,M
There Will Be Blood,Paul Thomas Anderson,2007,Mohammed Rouda,Lebanon,Asharq Al-Awsat,nopass,M
Letters From Iwo Jima,Clint Eastwood,2006,Mohammed Rouda,Lebanon,Asharq Al-Awsat,,M
The Death of Mr Lazarescu,Cristi Puiu,2005,Mohammed Rouda,Lebanon,Asharq Al-Awsat,,
Paradise Now,Hany Abu-Assad,2005,Mohammed Rouda,Lebanon,Asharq Al-Awsat,nopass,
Leviathan,Andrey Zvyagintsev,2014,Mohammed Rouda,Lebanon,Asharq Al-Awsat,pass,
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,Mohammed Rouda,Lebanon,Asharq Al-Awsat,,M
Amélie,Jean-Pierre Jeunet,2001,Mohammed Rouda,Lebanon,Asharq Al-Awsat,,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Mike Ryan,US,Uproxx,nopass,M
25th Hour,Spike Lee,2002,Mike Ryan,US,Uproxx,nopass,M
Almost Famous,Cameron Crowe,2000,Mike Ryan,US,Uproxx,pass,M
Lost in Translation,Sofia Coppola,2003,Mike Ryan,US,Uproxx,,F
Punch-Drunk Love,Paul Thomas Anderson,2002,Mike Ryan,US,Uproxx,nopass,M
Zodiac,David Fincher,2007,Mike Ryan,US,Uproxx,nopass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Mike Ryan,US,Uproxx,nopass,M
The Social Network,David Fincher,2010,Mike Ryan,US,Uproxx,nopass,M
12 Years a Slave,Steve McQueen,2013,Mike Ryan,US,Uproxx,pass,M
Spotlight,Tom McCarthy,2015,Mike Ryan,US,Uproxx,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Alaka Sahani,India,The Indian Express,,M
The Lives of Others,Florian Henckel von Donnersmarck,2006,Alaka Sahani,India,The Indian Express,,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Alaka Sahani,India,The Indian Express,nopass,M
Kill Bill: Vol. 1,Quentin Tarantino,2003,Alaka Sahani,India,The Indian Express,pass,M
Inception,Christopher Nolan,2010,Alaka Sahani,India,The Indian Express,pass,M
Talk to Her,Pedro Almodóvar,2002,Alaka Sahani,India,The Indian Express,,M
Amores Perros,Alejandro González Iñárritu,2000,Alaka Sahani,India,The Indian Express,nopass,M
Infernal Affairs,Andrew Lau and Alan Mak,2002,Alaka Sahani,India,The Indian Express,nopass,
Lost in Translation,Sofia Coppola,2003,Alaka Sahani,India,The Indian Express,,F
Shrek,Andrew Adamson and Vicky Jenson,2001,Alaka Sahani,India,The Indian Express,nopass,
The Time That Remains,Elia Suleiman,2009,Rasha Salti,Lebanon,Independent curator/film programmer,,
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Rasha Salti,Lebanon,Independent curator/film programmer,,
The Box of Life,Ossama Mohammed,2002,Rasha Salti,Lebanon,Independent curator/film programmer,,
Men at Work,Mani Haghighi,2006,Rasha Salti,Lebanon,Independent curator/film programmer,,
Tey,Alain Gomis,2012,Rasha Salti,Lebanon,Independent curator/film programmer,,
A Touch of Sin,Jia Zhangke,2013,Rasha Salti,Lebanon,Independent curator/film programmer,,
My Heart Beats Only for Her,Mohamed Soueid,2009,Rasha Salti,Lebanon,Independent curator/film programmer,,
Arabian Nights: Volume 1 – The Restless One,Miguel Gomes,2015,Rasha Salti,Lebanon,Independent curator/film programmer,,
Nostalgia for the Light,Patricio Guzmán,2010,Rasha Salti,Lebanon,Independent curator/film programmer,,
"I Travel Because I Have To, I Come Back Because I Love You",Karim Aïnouz and Marcelo Gomes,2009,Rasha Salti,Lebanon,Independent curator/film programmer,,
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Eric Sasono,Indonesia,Freelance film critic,,
Leviathan,Lucien Castaing-Taylor and Verena Paravel,2012,Eric Sasono,Indonesia,Freelance film critic,pass,
The Gleaners and I,Agnès Varda,2000,Eric Sasono,Indonesia,Freelance film critic,pass,F
The Great Beauty,Paolo Sorrentino,2013,Eric Sasono,Indonesia,Freelance film critic,,
The Act of Killing,Joshua Oppenheimer,2012,Eric Sasono,Indonesia,Freelance film critic,,
"Norte, the End of History",Lav Diaz,2013,Eric Sasono,Indonesia,Freelance film critic,,
Caché,Michael Haneke,2005,Eric Sasono,Indonesia,Freelance film critic,,M
Nostalgia for the Light,Patricio Guzmán,2010,Eric Sasono,Indonesia,Freelance film critic,,
Spirited Away,Hayao Miyazaki,2001,Eric Sasono,Indonesia,Freelance film critic,pass,M
A Separation,Asghar Farhadi,2011,Eric Sasono,Indonesia,Freelance film critic,pass,M
The New World,Terrence Malick,2005,Nick Schager,US,Variety,pass,M
Mulholland Drive,David Lynch,2001,Nick Schager,US,Variety,,M
Zodiac,David Fincher,2007,Nick Schager,US,Variety,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Nick Schager,US,Variety,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Nick Schager,US,Variety,,M
Three Times,Hou Hsiao-hsien,2005,Nick Schager,US,Variety,,M
The Tree of Life,Terrence Malick,2011,Nick Schager,US,Variety,nopass,M
The Act of Killing,Joshua Oppenheimer,2012,Nick Schager,US,Variety,,
"Synecdoche, New York",Charlie Kaufman,2008,Nick Schager,US,Variety,pass,
Pulse,Kiyoshi Kurosawa,2001,Nick Schager,US,Variety,,M
In the Mood for Love,Wong Kar-wai,2000,Missy Schwartz,US,Freelance film critic,,M
Zero Dark Thirty,Kathryn Bigelow,2012,Missy Schwartz,US,Freelance film critic,pass,F
Inside Out,Pete Docter,2015,Missy Schwartz,US,Freelance film critic,pass,
Brokeback Mountain,Ang Lee,2005,Missy Schwartz,US,Freelance film critic,nopass,M
The Departed,Martin Scorsese,2006,Missy Schwartz,US,Freelance film critic,nopass,M
12 Years a Slave,Steve McQueen,2013,Missy Schwartz,US,Freelance film critic,pass,M
Talk to Her,Pedro Almodóvar,2002,Missy Schwartz,US,Freelance film critic,,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Missy Schwartz,US,Freelance film critic,,M
No Country For Old Men,Joel and Ethan Coen,2007,Missy Schwartz,US,Freelance film critic,,M
Beginners,Mike Mills,2010,Missy Schwartz,US,Freelance film critic,nopass,M
Gett: The Trial of Viviane Amselem,Ronit Elkabetz and Shlomi Elkabetz,2014,Matt Zoller Seitz,US,New York Magazine,,
The Act of Killing,Joshua Oppenheimer,2012,Matt Zoller Seitz,US,New York Magazine,,
The Look of Silence,Joshua Oppenheimer,2014,Matt Zoller Seitz,US,New York Magazine,,
The Tree of Life,Terrence Malick,2011,Matt Zoller Seitz,US,New York Magazine,nopass,M
Knight of Cups,Terrence Malick,2015,Matt Zoller Seitz,US,New York Magazine,,M
Inherent Vice,Paul Thomas Anderson,2014,Matt Zoller Seitz,US,New York Magazine,nopass,M
The Grand Budapest Hotel,Wes Anderson,2014,Matt Zoller Seitz,US,New York Magazine,nopass,M
A Separation,Asghar Farhadi,2011,Matt Zoller Seitz,US,New York Magazine,pass,M
Godzilla,Gareth Edwards,2014,Matt Zoller Seitz,US,New York Magazine,nopass,
Under the Skin,Jonathan Glazer,2013,Matt Zoller Seitz,US,New York Magazine,nopass,
No,Pablo Larraín,2012,Avner Shavit,Israel,Walla,nopass,
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,Avner Shavit,Israel,Walla,pass,
Boyhood,Richard Linklater,2014,Avner Shavit,Israel,Walla,pass,M
Mulholland Drive,David Lynch,2001,Avner Shavit,Israel,Walla,,M
The Hurt Locker,Kathryn Bigelow,2008,Avner Shavit,Israel,Walla,nopass,F
Girlhood,Céline Sciamma,2014,Avner Shavit,Israel,Walla,pass,
Eden,Mia Hansen-Løve,2014,Avner Shavit,Israel,Walla,,
A Touch of Sin,Jia Zhangke,2013,Avner Shavit,Israel,Walla,,
24 Hour Party People,Michael Winterbottom,2002,Avner Shavit,Israel,Walla,nopass,M
Toni Erdmann,Maren Ade,2016,Avner Shavit,Israel,Walla,pass,
There Will Be Blood,Paul Thomas Anderson,2007,Catherine Shoard,UK,The Guardian,nopass,M
12 Years a Slave,Steve McQueen,2013,Catherine Shoard,UK,The Guardian,pass,M
Under the Skin,Jonathan Glazer,2013,Catherine Shoard,UK,The Guardian,nopass,
Leviathan,Andrey Zvyagintsev,2014,Catherine Shoard,UK,The Guardian,pass,
The Great Beauty,Paolo Sorrentino,2013,Catherine Shoard,UK,The Guardian,,
Nebraska,Alexander Payne,2013,Catherine Shoard,UK,The Guardian,pass,M
Before Sunset,Richard Linklater,2004,Catherine Shoard,UK,The Guardian,nopass,M
Team America: World Police,Trey Parker,2004,Catherine Shoard,UK,The Guardian,nopass,
Dogville,Lars von Trier,2003,Catherine Shoard,UK,The Guardian,pass,M
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,Catherine Shoard,UK,The Guardian,nopass,M
