movie,director,movie_year,critic,critic_country,critic_org,Bechdel_test,director_gender
A Serious Man,Joel and Ethan Coen,2009,Steve Persall,US,Tampa Bay Times,nopass,M
Kill Bill: Vol. 1,Quentin Tarantino,2003,Steve Persall,US,Tampa Bay Times,pass,M
Donnie Darko,Richard Kelly,2001,Steve Persall,US,Tampa Bay Times,pass,M
"O Brother, Where Art Thou?",Joel and Ethan Coen,2000,Steve Persall,US,Tampa Bay Times,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Michael Phillips,US,Chicago Tribune,nopass,M
Ratatouille,Brad Bird and Jan Pinkava,2007,Michael Phillips,US,Chicago Tribune,nopass,M
Climates,Nuri Bilge Ceylan,2006,Michael Phillips,US,Chicago Tribune,,M
Mulholland Drive,David Lynch,2001,Michael Phillips,US,Chicago Tribune,pass,M
Y Tu Mamá También,Alfonso Cuarón,2001,Michael Phillips,US,Chicago Tribune,nopass,M
Her,Spike Jonze,2013,Michael Phillips,US,Chicago Tribune,nopass,M
Boyhood,Richard Linklater,2014,Michael Phillips,US,Chicago Tribune,pass,M
Poetry,Lee Chang-dong,2010,Michael Phillips,US,Chicago Tribune,pass,M
The Grand Budapest Hotel,Wes Anderson,2014,Michael Phillips,US,Chicago Tribune,nopass,M
Zodiac,David Fincher,2007,Michael Phillips,US,Chicago Tribune,nopass,M
Yi Yi: A One and a Two,Edward Yang,2000,Keith Phipps,US,Uproxx,pass,M
Y Tu Mamá También,Alfonso Cuarón,2001,Keith Phipps,US,Uproxx,nopass,M
Mulholland Drive,David Lynch,2001,Keith Phipps,US,Uproxx,pass,M
Waking Life,Richard Linklater,2001,Keith Phipps,US,Uproxx,pass,M
In the Mood for Love,Wong Kar-wai,2000,Keith Phipps,US,Uproxx,pass,M
Moonrise Kingdom,Wes Anderson,2012,Keith Phipps,US,Uproxx,pass,M
25th Hour,Spike Lee,2002,Keith Phipps,US,Uproxx,nopass,M
Certified Copy,Abbas Kiarostami,2010,Keith Phipps,US,Uproxx,pass,M
AI: Artificial Intelligence,Steven Spielberg,2001,Keith Phipps,US,Uproxx,nopass,M
Only Lovers Left Alive,Jim Jarmusch,2013,Keith Phipps,US,Uproxx,pass,M
Melancholia,Lars von Trier,2011,Hannah Pilarczyk,Germany,Der Spiegel,pass,M
Spirited Away,Hayao Miyazaki,2001,Hannah Pilarczyk,Germany,Der Spiegel,pass,M
Beyond the Hills,Cristian Mungiu,2012,Hannah Pilarczyk,Germany,Der Spiegel,pass,M
Let the Right One In,Tomas Alfredson,2008,Hannah Pilarczyk,Germany,Der Spiegel,,M
Stories We Tell,Sarah Polley,2012,Hannah Pilarczyk,Germany,Der Spiegel,pass,F
Carol,Todd Haynes,2015,Hannah Pilarczyk,Germany,Der Spiegel,pass,M
The Death of Mr Lazarescu,Cristi Puiu,2005,Hannah Pilarczyk,Germany,Der Spiegel,,M
The Master,Paul Thomas Anderson,2012,Hannah Pilarczyk,Germany,Der Spiegel,nopass,M
Caché,Michael Haneke,2005,Hannah Pilarczyk,Germany,Der Spiegel,pass,M
All Divided Selves,Luke Fowler,2011,Hannah Pilarczyk,Germany,Der Spiegel,,M
The White Ribbon,Michael Haneke,2009,Agnès C Poirier,France,Marianne,pass,M
Winter Sleep,Nuri Bilge Ceylan,2014,Agnès C Poirier,France,Marianne,,M
Timbuktu,Abderrahmane Sissako,2014,Agnès C Poirier,France,Marianne,nopass,M
Mia Madre,Nanni Moretti,2015,Agnès C Poirier,France,Marianne,,M
The Return,Andrey Zvyagintsev,2003,Agnès C Poirier,France,Marianne,,M
Oasis,Lee Chang-dong,2002,Agnès C Poirier,France,Marianne,,M
Bad Education,Pedro Almodóvar,2004,Agnès C Poirier,France,Marianne,pass,M
The Artist,Michel Hazanavicius,2011,Agnès C Poirier,France,Marianne,nopass,M
Oldboy,Park Chan-wook,2003,Agnès C Poirier,France,Marianne,nopass,M
The House of Mirth,Terence Davies,2000,Agnès C Poirier,France,Marianne,,M
Boyhood,Richard Linklater,2014,Claudia Puig,US,Freelance film critic,pass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Claudia Puig,US,Freelance film critic,pass,M
Locke,Steven Knight,2013,Claudia Puig,US,Freelance film critic,nopass,M
The Hurt Locker,Kathryn Bigelow,2008,Claudia Puig,US,Freelance film critic,nopass,F
Pan's Labyrinth,Guillermo Del Toro,2006,Claudia Puig,US,Freelance film critic,pass,M
The Lives of Others,Florian Henckel von Donnersmarck,2006,Claudia Puig,US,Freelance film critic,nopass,M
Sin Nombre,Cary Joji Fukunaga,2009,Claudia Puig,US,Freelance film critic,,M
Nebraska,Alexander Payne,2013,Claudia Puig,US,Freelance film critic,pass,M
Fruitvale Station,Ryan Coogler,2013,Claudia Puig,US,Freelance film critic,pass,M
Man on Wire,James Marsh,2008,Claudia Puig,US,Freelance film critic,,M
A Separation,Asghar Farhadi,2011,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
Babel,Alejandro González Iñárritu,2006,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,Zakir Hossein Raju,Bangladesh,Independent University,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
Spirited Away,Hayao Miyazaki,2001,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
Brokeback Mountain,Ang Lee,2005,Zakir Hossein Raju,Bangladesh,Independent University,nopass,M
Oldboy,Park Chan-wook,2003,Zakir Hossein Raju,Bangladesh,Independent University,nopass,M
Ten,Abbas Kiarostami,2002,Zakir Hossein Raju,Bangladesh,Independent University,pass,M
Russian Ark,Aleksandr Sokurov,2002,Zakir Hossein Raju,Bangladesh,Independent University,,M
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,Zakir Hossein Raju,Bangladesh,Independent University,nopass,M
Goodbye to Language,Jean-Luc Godard,2014,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,M
Colossal Youth,Pedro Costa,2006,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,M
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,Both
Holy Motors,Leos Carax,2012,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,nopass,M
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,pass,M
Leviathan,Andrey Zvyagintsev,2014,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,pass,M
Tabu,Miguel Gomes,2012,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,pass,M
The Sky Trembles and the Earth Is Afraid and the Two Eyes Are Not Brothers,Ben Rivers,2015,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,M
From What Is Before,Lav Diaz,2014,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,M
Lost and Beautiful,Pietro Marcello,2015,Alberto Ramos Ruiz,Cuba,La Habana International Festival of New Latin American Cinema,,M
The Tree of Life,Terrence Malick,2011,Jordan Raup,US,The Film Stage,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Jordan Raup,US,The Film Stage,pass,M
The Assassination of Jesse James by the Coward Robert Ford,Andrew Dominik,2007,Jordan Raup,US,The Film Stage,nopass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Jordan Raup,US,The Film Stage,nopass,M
Zodiac,David Fincher,2007,Jordan Raup,US,The Film Stage,nopass,M
Inherent Vice,Paul Thomas Anderson,2014,Jordan Raup,US,The Film Stage,nopass,M
Children of Men,Alfonso Cuarón,2006,Jordan Raup,US,The Film Stage,pass,M
Lost in Translation,Sofia Coppola,2003,Jordan Raup,US,The Film Stage,pass,F
25th Hour,Spike Lee,2002,Jordan Raup,US,The Film Stage,nopass,M
Carol,Todd Haynes,2015,Jordan Raup,US,The Film Stage,pass,M
Mulholland Drive,David Lynch,2001,Isabelle Regnier,France,Le Monde,pass,M
The Captive,Chantal Akerman,2000,Isabelle Regnier,France,Le Monde,,F
Tie Xi Qu: West of the Tracks,Wang Bing,2002,Isabelle Regnier,France,Le Monde,,M
The Yards,James Gray,2000,Isabelle Regnier,France,Le Monde,,M
Platform,Jia Zhangke,2000,Isabelle Regnier,France,Le Monde,nopass,M
Shara,Naomi Kawase,2003,Isabelle Regnier,France,Le Monde,pass,F
Ten,Abbas Kiarostami,2002,Isabelle Regnier,France,Le Monde,pass,M
Twixt,Francis Ford Coppola,2011,Isabelle Regnier,France,Le Monde,,M
To Die Like a Man,João Pedro Rodrigues,2009,Isabelle Regnier,France,Le Monde,,M
Spring Breakers,Harmony Korine,2012,Isabelle Regnier,France,Le Monde,pass,M
The Diving Bell and the Butterfly,Julian Schnabel,2007,Mauricio Reina,Colombia,El Tiempo,nopass,M
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Mauricio Reina,Colombia,El Tiempo,pass,M
Let the Right One In,Tomas Alfredson,2008,Mauricio Reina,Colombia,El Tiempo,,M
The Act of Killing,Joshua Oppenheimer,2012,Mauricio Reina,Colombia,El Tiempo,,M
Pan's Labyrinth,Guillermo Del Toro,2006,Mauricio Reina,Colombia,El Tiempo,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Mauricio Reina,Colombia,El Tiempo,nopass,M
A Separation,Asghar Farhadi,2011,Mauricio Reina,Colombia,El Tiempo,pass,M
A Prophet,Jacques Audiard,2009,Mauricio Reina,Colombia,El Tiempo,nopass,M
WALL-E,Andrew Stanton,2008,Mauricio Reina,Colombia,El Tiempo,nopass,M
District 9,Neill Blomkamp,2009,Mauricio Reina,Colombia,El Tiempo,nopass,M
Certified Copy,Abbas Kiarostami,2010,Scott Renshaw,US,Salt Lake City Weekly,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Scott Renshaw,US,Salt Lake City Weekly,nopass,M
The Master,Paul Thomas Anderson,2012,Scott Renshaw,US,Salt Lake City Weekly,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Scott Renshaw,US,Salt Lake City Weekly,pass,M
It's Such a Beautiful Day,Don Hertzfeldt,2012,Scott Renshaw,US,Salt Lake City Weekly,,M
The Deep Blue Sea,Terence Davies,2011,Scott Renshaw,US,Salt Lake City Weekly,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Scott Renshaw,US,Salt Lake City Weekly,nopass,M
Sita Sings the Blues,Nina Paley,2008,Scott Renshaw,US,Salt Lake City Weekly,nopass,F
The Babadook,Jennifer Kent,2014,Scott Renshaw,US,Salt Lake City Weekly,pass,F
Holy Motors,Leos Carax,2012,Scott Renshaw,US,Salt Lake City Weekly,nopass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Katey Rich,US,Vanity Fair,nopass,M
WALL-E,Andrew Stanton,2008,Katey Rich,US,Vanity Fair,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Katey Rich,US,Vanity Fair,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Katey Rich,US,Vanity Fair,nopass,M
Take This Waltz,Sarah Polley,2011,Katey Rich,US,Vanity Fair,pass,F
The Diving Bell and the Butterfly,Julian Schnabel,2007,Katey Rich,US,Vanity Fair,nopass,M
Son of Saul,László Nemes,2015,Katey Rich,US,Vanity Fair,nopass,M
Man on Wire,James Marsch,2008,Katey Rich,US,Vanity Fair,,M
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Katey Rich,US,Vanity Fair,pass,M
Avatar,James Cameron,2009,Katey Rich,US,Vanity Fair,pass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Carrie Rickey,US,Freelance film critic,pass,M
Bend It Like Beckham,Gurinder Chadha,2002,Carrie Rickey,US,Freelance film critic,pass,F
Her,Spike Jonze,2013,Carrie Rickey,US,Freelance film critic,nopass,M
Ida,Paweł Pawlikowski,2013,Carrie Rickey,US,Freelance film critic,pass,M
The Namesake,Mira Nair,2006,Carrie Rickey,US,Freelance film critic,pass,F
The New World,Terrence Malick,2005,Carrie Rickey,US,Freelance film critic,pass,M
Pan's Labyrinth,Guillermo Del Toro,2006,Carrie Rickey,US,Freelance film critic,pass,M
Paradise Now,Hany Abu-Assad,2005,Carrie Rickey,US,Freelance film critic,nopass,M
Selma,Ava DuVernay,2014,Carrie Rickey,US,Freelance film critic,pass,F
The Social Network,David Fincher,2010,Carrie Rickey,US,Freelance film critic,nopass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Sam Rigby,UK,BBC Culture,nopass,M
Brokeback Mountain,Ang Lee,2005,Sam Rigby,UK,BBC Culture,nopass,M
The Dark Knight,Christopher Nolan,2008,Sam Rigby,UK,BBC Culture,pass,M
Finding Nemo,Andrew Stanton and Lee Unkrich,2003,Sam Rigby,UK,BBC Culture,nopass,M
Whiplash,Damien Chazelle,2014,Sam Rigby,UK,BBC Culture,nopass,M
Shame,Steve McQueen,2011,Sam Rigby,UK,BBC Culture,nopass,M
Revolutionary Road,Sam Mendes,2008,Sam Rigby,UK,BBC Culture,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Sam Rigby,UK,BBC Culture,nopass,M
Weekend,Andrew Haigh,2011,Sam Rigby,UK,BBC Culture,nopass,M
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,Sam Rigby,UK,BBC Culture,pass,Both
In the Mood for Love,Wong Kar-wai,2000,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,pass,M
Son of Saul,László Nemes,2015,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,nopass,M
The Hurt Locker,Kathryn Bigelow,2008,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,nopass,F
The Beat That My Heart Skipped,Jacques Audiard,2005,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,,M
The Edge of Heaven,Fatih Akin,2007,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,,M
Waltz with Bashir,Ari Folman,2008,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,nopass,M
Oldboy,Park Chan-wook,2003,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,nopass,M
Good Bye Lenin!,Wolfgang Becker,2003,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,pass,M
Ida,Paweł Pawlikowski,2013,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,pass,M
Incendies,Denis Villeneuve,2010,Antonio Mazón Robau,Cuba,Cinemateca de Cuba,pass,M
Mulholland Drive,David Lynch,2001,Tim Robey,UK,The Daily Telegraph,pass,M
"Synecdoche, New York",Charlie Kaufman,2008,Tim Robey,UK,The Daily Telegraph,pass,M
Birth,Jonathan Glazer,2004,Tim Robey,UK,The Daily Telegraph,,M
Elena,Andrey Zvyagintsev,2011,Tim Robey,UK,The Daily Telegraph,,M
Carol,Todd Haynes,2015,Tim Robey,UK,The Daily Telegraph,pass,M
Tabu,Miguel Gomes,2012,Tim Robey,UK,The Daily Telegraph,pass,M
Master and Commander: The Far Side of the World,Peter Weir,2003,Tim Robey,UK,The Daily Telegraph,nopass,M
Margaret,Kenneth Lonergan,2011,Tim Robey,UK,The Daily Telegraph,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Tim Robey,UK,The Daily Telegraph,nopass,M
12 Years a Slave,Steve McQueen,2013,Tim Robey,UK,The Daily Telegraph,pass,M
25th Hour,Spike Lee,2002,Tasha Robinson,US,The Verge,nopass,M
City of God,Fernando Meirelles and Kátia Lund,2002,Tasha Robinson,US,The Verge,nopass,Both
The Act of Killing,Joshua Oppenheimer,2012,Tasha Robinson,US,The Verge,,M
The Prestige,Christopher Nolan,2006,Tasha Robinson,US,The Verge,nopass,M
Spirited Away,Hayao Miyazaki,2001,Tasha Robinson,US,The Verge,pass,M
The Incredibles,Brad Bird,2004,Tasha Robinson,US,The Verge,pass,M
Gosford Park,Robert Altman,2001,Tasha Robinson,US,The Verge,pass,M
Memento,Christopher Nolan,2000,Tasha Robinson,US,The Verge,nopass,M
Song of the Sea,Tomm Moore,2014,Tasha Robinson,US,The Verge,pass,M
"Synecdoche, New York",Charlie Kaufman,2008,Tasha Robinson,US,The Verge,pass,M
Mulholland Drive,David Lynch,2001,Rene Rodriguez,US,The Miami Herald,pass,M
In the Mood for Love,Wong Kar-wai,2000,Rene Rodriguez,US,The Miami Herald,pass,M
No Country For Old Men,Joel and Ethan Coen,2007,Rene Rodriguez,US,The Miami Herald,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Rene Rodriguez,US,The Miami Herald,nopass,M
Spirited Away,Hayao Miyazaki,2001,Rene Rodriguez,US,The Miami Herald,pass,M
City of God,Fernando Meirelles and Kátia Lund,2002,Rene Rodriguez,US,The Miami Herald,nopass,Both
Yi Yi: A One and a Two,Edward Yang,2000,Rene Rodriguez,US,The Miami Herald,pass,M
Adaptation,Spike Jonze,2002,Rene Rodriguez,US,The Miami Herald,pass,M
A Separation,Asghar Farhadi,2011,Rene Rodriguez,US,The Miami Herald,pass,M
Elephant,Gus Van Sant,2003,Rene Rodriguez,US,The Miami Herald,pass,M
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Jonathan Romney,UK,Freelance film critic,,Both
Syndromes and a Century,Apichatpong Weerasethakul,2006,Jonathan Romney,UK,Freelance film critic,,M
My Winnipeg,Guy Maddin,2007,Jonathan Romney,UK,Freelance film critic,,M
35 Shots of Rum,Claire Denis,2008,Jonathan Romney,UK,Freelance film critic,pass,F
The Royal Tenenbaums,Wes Anderson,2001,Jonathan Romney,UK,Freelance film critic,pass,M
The Great Beauty,Paolo Sorrentino,2013,Jonathan Romney,UK,Freelance film critic,pass,M
"Monsters, Inc.","Pete Docter, David Silverman and Lee Unkrich",2001,Jonathan Romney,UK,Freelance film critic,nopass,M
The Arbor,Clio Barnard,2010,Jonathan Romney,UK,Freelance film critic,nopass,F
The Clock,Christian Marclay,2010,Jonathan Romney,UK,Freelance film critic,pass,M
"Goodbye, Dragon Inn",Tsai Ming-liang,2003,Jonathan Romney,UK,Freelance film critic,pass,M
Zodiac,David Fincher,2007,Alyssa Rosenberg,US,The Washington Post,nopass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Alyssa Rosenberg,US,The Washington Post,pass,M
Zero Dark Thirty,Kathryn Bigelow,2012,Alyssa Rosenberg,US,The Washington Post,pass,F
Spirited Away,Hayao Miyazaki,2001,Alyssa Rosenberg,US,The Washington Post,pass,M
2046,Wong Kar-wai,2004,Alyssa Rosenberg,US,The Washington Post,pass,M
Moonrise Kingdom,Wes Anderson,2012,Alyssa Rosenberg,US,The Washington Post,pass,M
Beasts of the Southern Wild,Benh Zeitlin,2012,Alyssa Rosenberg,US,The Washington Post,pass,M
Boyhood,Richard Linklater,2014,Alyssa Rosenberg,US,The Washington Post,pass,M
Short Term 12,Destin Daniel Cretton,2013,Alyssa Rosenberg,US,The Washington Post,pass,M
Monster,Patty Jenkins,2003,Alyssa Rosenberg,US,The Washington Post,pass,F
Caramel,Nadine Labaki,2007,E Nina Rothe,Italy,The Huffington Post,nopass,F
The Tiger and the Snow,Roberto Benigni,2005,E Nina Rothe,Italy,The Huffington Post,,M
Taxi Tehran,Jafar Panahi,2015,E Nina Rothe,Italy,The Huffington Post,,M
A Borrowed Identity,Eran Riklis,2014,E Nina Rothe,Italy,The Huffington Post,,M
When I Saw You,Annemarie Jacir,2012,E Nina Rothe,Italy,The Huffington Post,,F
99 Homes,Ramin Bahrani,2014,E Nina Rothe,Italy,The Huffington Post,,M
Somewhere,Sofia Coppola,2010,E Nina Rothe,Italy,The Huffington Post,pass,F
Human,Yann Arthus-Bertrand,2015,E Nina Rothe,Italy,The Huffington Post,,M
Brokeback Mountain,Ang Lee,2005,E Nina Rothe,Italy,The Huffington Post,nopass,M
About Elly,Asghar Farhadi,2009,E Nina Rothe,Italy,The Huffington Post,pass,M
Zodiac,David Fincher,2007,Joshua Rothkopf,US,Time Out New York,nopass,M
Mulholland Drive,David Lynch,2001,Joshua Rothkopf,US,Time Out New York,pass,M
In the Mood for Love,Wong Kar-wai,2000,Joshua Rothkopf,US,Time Out New York,pass,M
Yi Yi: A One and a Two,Edward Yang,2000,Joshua Rothkopf,US,Time Out New York,pass,M
Boyhood,Richard Linklater,2014,Joshua Rothkopf,US,Time Out New York,pass,M
American Psycho,Mary Harron,2000,Joshua Rothkopf,US,Time Out New York,pass,F
Lilya 4-Ever,Lukas Moodysson,2002,Joshua Rothkopf,US,Time Out New York,pass,M
Drive,Nicolas Winding Refn,2011,Joshua Rothkopf,US,Time Out New York,pass,M
25th Hour,Spike Lee,2002,Joshua Rothkopf,US,Time Out New York,nopass,M
A Serious Man,Joel and Ethan Coen,2009,Joshua Rothkopf,US,Time Out New York,nopass,M
The Tree of Life,Terrence Malick,2011,Mohammed Rouda,Lebanon,Asharq Al-Awsat,nopass,M
Children of Men,Alfonso Cuarón,2006,Mohammed Rouda,Lebanon,Asharq Al-Awsat,pass,M
Alexandre Sokurov,Aleksandr Sokurov,2015,Mohammed Rouda,Lebanon,Asharq Al-Awsat,,M
There Will Be Blood,Paul Thomas Anderson,2007,Mohammed Rouda,Lebanon,Asharq Al-Awsat,nopass,M
Letters From Iwo Jima,Clint Eastwood,2006,Mohammed Rouda,Lebanon,Asharq Al-Awsat,nopass,M
The Death of Mr Lazarescu,Cristi Puiu,2005,Mohammed Rouda,Lebanon,Asharq Al-Awsat,,M
Paradise Now,Hany Abu-Assad,2005,Mohammed Rouda,Lebanon,Asharq Al-Awsat,nopass,M
Leviathan,Andrey Zvyagintsev,2014,Mohammed Rouda,Lebanon,Asharq Al-Awsat,pass,M
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,Mohammed Rouda,Lebanon,Asharq Al-Awsat,nopass,M
Amélie,Jean-Pierre Jeunet,2001,Mohammed Rouda,Lebanon,Asharq Al-Awsat,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Mike Ryan,US,Uproxx,nopass,M
25th Hour,Spike Lee,2002,Mike Ryan,US,Uproxx,nopass,M
Almost Famous,Cameron Crowe,2000,Mike Ryan,US,Uproxx,pass,M
Lost in Translation,Sofia Coppola,2003,Mike Ryan,US,Uproxx,pass,F
Punch-Drunk Love,Paul Thomas Anderson,2002,Mike Ryan,US,Uproxx,nopass,M
Zodiac,David Fincher,2007,Mike Ryan,US,Uproxx,nopass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Mike Ryan,US,Uproxx,nopass,M
The Social Network,David Fincher,2010,Mike Ryan,US,Uproxx,nopass,M
12 Years a Slave,Steve McQueen,2013,Mike Ryan,US,Uproxx,pass,M
Spotlight,Tom McCarthy,2015,Mike Ryan,US,Uproxx,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Alaka Sahani,India,The Indian Express,pass,M
The Lives of Others,Florian Henckel von Donnersmarck,2006,Alaka Sahani,India,The Indian Express,nopass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Alaka Sahani,India,The Indian Express,nopass,M
Kill Bill: Vol. 1,Quentin Tarantino,2003,Alaka Sahani,India,The Indian Express,pass,M
Inception,Christopher Nolan,2010,Alaka Sahani,India,The Indian Express,pass,M
Talk to Her,Pedro Almodóvar,2002,Alaka Sahani,India,The Indian Express,pass,M
Amores Perros,Alejandro González Iñárritu,2000,Alaka Sahani,India,The Indian Express,nopass,M
Infernal Affairs,Andrew Lau and Alan Mak,2002,Alaka Sahani,India,The Indian Express,nopass,M
Lost in Translation,Sofia Coppola,2003,Alaka Sahani,India,The Indian Express,pass,F
Shrek,Andrew Adamson and Vicky Jenson,2001,Alaka Sahani,India,The Indian Express,nopass,Both
The Time That Remains,Elia Suleiman,2009,Rasha Salti,Lebanon,Independent curator/film programmer,,M
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Rasha Salti,Lebanon,Independent curator/film programmer,nopass,Both
The Box of Life,Ossama Mohammed,2002,Rasha Salti,Lebanon,Independent curator/film programmer,,M
Men at Work,Mani Haghighi,2006,Rasha Salti,Lebanon,Independent curator/film programmer,,M
Tey,Alain Gomis,2012,Rasha Salti,Lebanon,Independent curator/film programmer,,M
A Touch of Sin,Jia Zhangke,2013,Rasha Salti,Lebanon,Independent curator/film programmer,,M
My Heart Beats Only for Her,Mohamed Soueid,2009,Rasha Salti,Lebanon,Independent curator/film programmer,,M
Arabian Nights: Volume 1 – The Restless One,Miguel Gomes,2015,Rasha Salti,Lebanon,Independent curator/film programmer,,M
Nostalgia for the Light,Patricio Guzmán,2010,Rasha Salti,Lebanon,Independent curator/film programmer,,M
"I Travel Because I Have To, I Come Back Because I Love You",Karim Aïnouz and Marcelo Gomes,2009,Rasha Salti,Lebanon,Independent curator/film programmer,,M
Werckmeister Harmonies,Béla Tarr and Ágnes Hranitzky,2000,Eric Sasono,Indonesia,Freelance film critic,,Both
Leviathan,Lucien Castaing-Taylor and Verena Paravel,2012,Eric Sasono,Indonesia,Freelance film critic,pass,Both
The Gleaners and I,Agnès Varda,2000,Eric Sasono,Indonesia,Freelance film critic,pass,F
The Great Beauty,Paolo Sorrentino,2013,Eric Sasono,Indonesia,Freelance film critic,pass,M
The Act of Killing,Joshua Oppenheimer,2012,Eric Sasono,Indonesia,Freelance film critic,,M
"Norte, the End of History",Lav Diaz,2013,Eric Sasono,Indonesia,Freelance film critic,,M
Caché,Michael Haneke,2005,Eric Sasono,Indonesia,Freelance film critic,pass,M
Nostalgia for the Light,Patricio Guzmán,2010,Eric Sasono,Indonesia,Freelance film critic,,M
Spirited Away,Hayao Miyazaki,2001,Eric Sasono,Indonesia,Freelance film critic,pass,M
A Separation,Asghar Farhadi,2011,Eric Sasono,Indonesia,Freelance film critic,pass,M
The New World,Terrence Malick,2005,Nick Schager,US,Variety,pass,M
Mulholland Drive,David Lynch,2001,Nick Schager,US,Variety,pass,M
Zodiac,David Fincher,2007,Nick Schager,US,Variety,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Nick Schager,US,Variety,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Nick Schager,US,Variety,pass,M
Three Times,Hou Hsiao-hsien,2005,Nick Schager,US,Variety,,M
The Tree of Life,Terrence Malick,2011,Nick Schager,US,Variety,nopass,M
The Act of Killing,Joshua Oppenheimer,2012,Nick Schager,US,Variety,,M
"Synecdoche, New York",Charlie Kaufman,2008,Nick Schager,US,Variety,pass,M
Pulse,Kiyoshi Kurosawa,2001,Nick Schager,US,Variety,,M
In the Mood for Love,Wong Kar-wai,2000,Missy Schwartz,US,Freelance film critic,pass,M
Zero Dark Thirty,Kathryn Bigelow,2012,Missy Schwartz,US,Freelance film critic,pass,F
Inside Out,Pete Docter,2015,Missy Schwartz,US,Freelance film critic,pass,M
Brokeback Mountain,Ang Lee,2005,Missy Schwartz,US,Freelance film critic,nopass,M
The Departed,Martin Scorsese,2006,Missy Schwartz,US,Freelance film critic,nopass,M
12 Years a Slave,Steve McQueen,2013,Missy Schwartz,US,Freelance film critic,pass,M
Talk to Her,Pedro Almodóvar,2002,Missy Schwartz,US,Freelance film critic,pass,M
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,Missy Schwartz,US,Freelance film critic,pass,M
No Country For Old Men,Joel and Ethan Coen,2007,Missy Schwartz,US,Freelance film critic,pass,M
Beginners,Mike Mills,2010,Missy Schwartz,US,Freelance film critic,nopass,M
Gett: The Trial of Viviane Amselem,Ronit Elkabetz and Shlomi Elkabetz,2014,Matt Zoller Seitz,US,New York Magazine,,Both
The Act of Killing,Joshua Oppenheimer,2012,Matt Zoller Seitz,US,New York Magazine,,M
